observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,scientificName,count,lifeStage,sex,behavior,individualID,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationComments
714edea3-bb44-4bcb-90ac-e2639448e496,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,animal,Chironomidae,1,,,,object_1763,0.377706664631482,0.0,0.04096235934402398,0.0488434516059027,machine,Diopsis 2025,,0.944355636835098,"{body_length_mm: 3.19645782859791}, {biomass_mg: 0.637383284339989}"
9a7ac1be-b2a9-4352-97db-4ae22a0675ac,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,unknown,Crambidae,1,,,,object_1748,0.059808689684223,0.613715209960938,0.045387134329106994,0.07604105631510405,machine,Diopsis 2025,,0.389377474784851,"{body_length_mm: 14.3321635248172}, {biomass_mg: 32.9777612486619}"
b1e4f237-3033-405b-8581-3d0476410ee4,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,animal,Crambidae,1,,,,object_1774,0.161960684596398,0.874156290690104,0.051440103623225986,0.07045640733506997,machine,Diopsis 2025,,0.955904841423035,"{body_length_mm: 7.63835231905497}, {biomass_mg: 6.30101378559047}"
b62337d2-66cc-424f-ac38-b662e6173354,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,unknown,Crambidae,1,,,,object_1762,0.403501380067039,0.198650682237413,0.05784105100297399,0.076401468912761,machine,Diopsis 2025,,0.441960960626602,"{body_length_mm: 10.2995495019048}, {biomass_mg: 13.8303508558002}"
16fb30e0-5f6a-4da2-86ac-0ebfc2b15e89,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,animal,Crambidae,1,,,,object_1760,0.652591762638251,0.494110989040799,0.020748896272433925,0.026704745822482057,machine,Diopsis 2025,,0.955847144126892,"{body_length_mm: 2.3469444973824}, {biomass_mg: 0.282841849910444}"
c272f918-e7c3-42b1-823e-7ae67b1ba0ee,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,animal,Lepidoptera,1,,,,object_1775,0.0627056752302013,0.638395182291667,0.048483184661610695,0.06408237033420094,machine,Diopsis 2025,,0.632939726114273,"{body_length_mm: 9.3479334265527}, {biomass_mg: 6.9737620696779}"
8cf7db4e-e4e1-43f5-8d98-6cf6c7760a1d,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,unknown,Too small for identification,1,,,,object_1685,0.377341345275981,0.61417961968316,0.05216855158988898,0.07065680609809,machine,Diopsis 2025,,1.0,"{body_length_mm: 2.56891783735494}, {biomass_mg: 0.358727208744936}"
ec7883d3-817c-47b1-b81f-38ad69ddc4e5,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,unknown,Too small for identification,1,,,,object_1764,0.498894336426596,0.56339830186632,0.050372650706907995,0.06791381835937504,machine,Diopsis 2025,,1.0,"{body_length_mm: 1.7156670496503}, {biomass_mg: 0.124073796781446}"
12f429cf-7081-485d-8ce6-a8a2e66b92bc,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,unknown,Too small for identification,1,,,,object_1771,0.617381813928162,0.450357055664063,0.019976123943550972,0.026865776909722028,machine,Diopsis 2025,,1.0,"{body_length_mm: 2.12704967990951}, {biomass_mg: 0.218361681960138}"
5500348d-58d2-47f5-bb7f-b9a4596dfb55,DIOPSIS-231_Boer5_-_Controle_1,2897ddef-ace1-4ff8-a963-5a11e46d67fd,,2025-06-09T23:34:26,2025-06-09T23:34:26,detection,animal,Tortricidae,1,,,,object_1769,0.93774322356923,0.755911119249132,0.049259956372599945,0.06195807562933997,machine,Diopsis 2025,,0.964939951896668,"{body_length_mm: 13.6389766734091}, {biomass_mg: 28.9465862476307}"
0fcb6944-2eab-470d-80f8-d9d0007e21f2,DIOPSIS-231_Boer5_-_Controle_1,8d5939e4-eb16-4580-a6f2-da974bc59a3f,,2025-06-10T00:07:10,2025-06-10T00:07:10,detection,animal,Cicadellidae,1,,,,object_2006,0.6839130382506,0.323623589409722,0.02166559540966695,0.02857021755642397,machine,Diopsis 2025,,0.949097216129303,"{body_length_mm: 4.18016077588159}, {biomass_mg: 1.29079955591475}"
932543e1-23d6-40e4-a266-5a0e16f75c25,DIOPSIS-231_Boer5_-_Controle_1,8d5939e4-eb16-4580-a6f2-da974bc59a3f,,2025-06-10T00:07:10,2025-06-10T00:07:10,detection,animal,Crambidae,1,,,,object_2004,0.356757009566726,0.811080932617188,0.05274064154776198,0.07250386555989496,machine,Diopsis 2025,,0.805567860603333,"{body_length_mm: 11.8381924869773}, {biomass_mg: 19.9462771632183}"
27d74f20-06e0-438f-b035-fb8b79d17459,DIOPSIS-231_Boer5_-_Controle_1,3eeb6aeb-553f-4c4c-816d-75ed40d678f0,,2025-06-10T02:25:17,2025-06-10T02:25:17,detection,animal,Crambidae,1,,,,object_2211,0.572322329615114,0.477784864637587,0.04724289220641198,0.06348347981770802,machine,Diopsis 2025,,0.920657932758331,"{body_length_mm: 5.52254983542006}, {biomass_mg: 2.68502613595484}"
85d2fe60-30a4-457d-9ab5-694dd16055e3,DIOPSIS-231_Boer3_-_Controle_1,10db8d34-af92-4e0d-962c-6f45927e00ca,,2025-06-12T21:13:13,2025-06-12T21:13:13,detection,animal,Miridae,1,,,,object_2262,0.37514570997235,0.415173678927951,0.041551745992669975,0.05370300292968799,machine,Diopsis 2025,,0.999333083629608,"{body_length_mm: 6.05429446018904}, {biomass_mg: 3.41938785017993}"
d6ea0f58-1f49-4afc-800b-9cefea1d5c08,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Aphididae,1,,,,object_2749,0.430417782078203,0.934855346679688,0.022152399180926985,0.029931911892360996,machine,Diopsis 2025,,0.688859283924103,"{body_length_mm: 4.33781210414846}, {biomass_mg: 1.42279814765087}"
e9d40be6-2f9c-4c63-b671-b0b4555c56aa,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Auchenorrhyncha indet.,1,,,,object_2748,0.346765967163697,0.795103013780382,0.022186992562473973,0.029600151909722094,machine,Diopsis 2025,,0.706536769866943,"{body_length_mm: 4.45242055186497}, {biomass_mg: 1.52380433519607}"
679433dd-ea82-48f9-beb2-cce97f52f5b4,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Auchenorrhyncha indet.,1,,,,object_2750,0.39984900167271,0.696012030707465,0.021754295081646002,0.028991292317709028,machine,Diopsis 2025,,0.670729756355286,"{body_length_mm: 4.56846801870758}, {biomass_mg: 1.63048911486264}"
0ffe50cd-ba01-4b12-9323-955db2dd3adf,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Chironomidae,1,,,,object_2735,0.423700756143051,0.143483649359809,0.04883897682661198,0.065289866129557,machine,Diopsis 2025,,0.999948620796204,"{body_length_mm: 3.57526782431645}, {biomass_mg: 0.855702540508583}"
f0215c7d-476f-4c43-8be6-728f321348f2,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Crambidae,1,,,,object_2751,0.59779518394916,0.207230546739366,0.053488959056109064,0.07447084214952301,machine,Diopsis 2025,,0.991751492023468,"{body_length_mm: 7.96196636423831}, {biomass_mg: 7.02756295942114}"
a0274936-25c2-4552-b9f4-858dcdfbedff,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,unknown,Hydroptilidae,1,,,,object_2740,0.764131625626043,0.804829644097222,0.02279459295766406,0.029617309570312944,machine,Diopsis 2025,,0.495558023452759,"{body_length_mm: 6.43422852206754}, {biomass_mg: 4.01298005367522}"
5221a8fe-d1d8-4bb7-899b-d4351896e70d,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,animal,Limoniidae,1,,,,object_2737,0.621519977142894,0.279092542860243,0.05841324285593208,0.07843454996744803,machine,Diopsis 2025,,0.697085440158844,"{body_length_mm: 5.83027329960608}, {biomass_mg: 3.09658564690065}"
c1f6df80-43f6-4eb2-a782-b6312525e3bb,DIOPSIS-231_Boer3_-_Controle_1,0546815b-9a60-44bc-9479-82b4c7ca8095,,2025-06-12T22:35:36,2025-06-12T22:35:36,detection,unknown,Too small for identification,1,,,,object_2736,0.467413493110262,0.523962775336372,0.025146688165171016,0.03349524603949594,machine,Diopsis 2025,,1.0,"{body_length_mm: 2.53657614928894}, {biomass_mg: 0.346971052741148}"
9491c6c2-6392-4cc3-b494-1bb0b0636de2,DIOPSIS-231_Boer3_-_Controle_1,7834c4bd-7179-40a8-a5d4-01e77b4804e1,,2025-06-13T02:02:17,2025-06-13T02:02:17,detection,animal,Diptera,1,,,,object_3835,0.8196178302542,0.691759168836806,0.024668036000756066,0.032889675564236054,machine,Diopsis 2025,,0.673222839832306,"{body_length_mm: 4.80758019897754}, {biomass_mg: 1.33754929785341}"
4605e55c-e292-4cc9-a4c0-581910500c72,DIOPSIS-231_Boer3_-_Controle_1,a5c21ef6-d22e-42f1-8563-00976fdae132,,2025-06-13T16:45:00,2025-06-13T16:45:00,detection,animal,Diptera,1,,,,object_3997,0.606943579468385,0.810957709418403,0.053657493527624056,0.07060350206163202,machine,Diopsis 2025,,0.980983436107636,"{body_length_mm: 4.86544224060452}, {biomass_mg: 1.37343486085825}"
560fdea5-32e1-475d-a119-591bda93d86c,DIOPSIS-231_Boer3_-_Controle_1,4c3c4de4-dc54-49c3-b262-1dfc9180f6d5,,2025-06-13T22:53:15,2025-06-13T22:53:15,detection,animal,Crambidae,1,,,,object_4264,0.492699013329508,0.691995307074653,0.05352823961159198,0.07097032335069409,machine,Diopsis 2025,,0.984131634235382,"{body_length_mm: 13.5600559009908}, {biomass_mg: 28.5081441989342}"
5d772691-8bfb-4743-9909-2f627db9273e,DIOPSIS-231_Boer3_-_Controle_1,4c3c4de4-dc54-49c3-b262-1dfc9180f6d5,,2025-06-13T22:53:15,2025-06-13T22:53:15,detection,unknown,Too small for identification,1,,,,object_4269,0.528279758255947,0.77426988389757,0.06964518908467299,0.09009887695312502,machine,Diopsis 2025,,1.0,"{body_length_mm: 1.86709053654267}, {biomass_mg: 0.154983761840036}"
7cd3f412-f73c-4176-bcf3-5442a748e73c,DIOPSIS-231_Boer3_-_Controle_1,8d3f2bcb-58fa-4505-a2e8-8df6884f26d3,,2025-06-14T00:21:00,2025-06-14T00:21:00,detection,animal,Auchenorrhyncha indet.,1,,,,object_4551,0.61641549188426,0.351443684895833,0.02119886497026291,0.028809170193142997,machine,Diopsis 2025,,0.947043120861054,"{body_length_mm: 4.85623168821433}, {biomass_mg: 1.91464681142565}"
5824d48c-c5f1-4daa-b3e4-1172b8927fc9,DIOPSIS-231_Boer3_-_Controle_1,fcbe4858-1872-4a87-8227-262b131576bc,,2025-06-14T00:30:29,2025-06-14T00:30:29,detection,unknown,Crambidae,1,,,,object_4574,0.741170892731375,0.303872511121962,0.022197385861201013,0.029360826280382002,machine,Diopsis 2025,,0.498062342405319,"{body_length_mm: 5.46411491567345}, {biomass_mg: 2.61094902484667}"
02b86091-807a-47d6-a846-3b3e2442d704,DIOPSIS-231_Boer3_-_Controle_1,fcbe4858-1872-4a87-8227-262b131576bc,,2025-06-14T00:30:29,2025-06-14T00:30:29,detection,unknown,Miridae,1,,,,object_4575,0.923665398548362,0.848613077799479,0.04298454373826199,0.05746554904513901,machine,Diopsis 2025,,0.411734789609909,"{body_length_mm: 6.15839722319047}, {biomass_mg: 3.57619589448494}"
a4b87c71-f389-4efb-a17f-676e70f98c13,DIOPSIS-231_Boer3_-_Controle_1,8c238eac-b70d-4ba5-b916-08f2e5c24884,,2025-06-14T01:05:42,2025-06-14T01:05:42,detection,animal,Chironomidae,1,,,,object_4658,0.39638576603095,0.0231047270033094,0.06542033862590002,0.0871788491143126,machine,Diopsis 2025,,0.999983191490173,"{body_length_mm: 7.69494015081737}, {biomass_mg: 6.42452543180488}"
9975eecf-4f32-4174-9f6b-e6f9cf39d87b,DIOPSIS-231_Boer3_-_Controle_1,8c238eac-b70d-4ba5-b916-08f2e5c24884,,2025-06-14T01:05:42,2025-06-14T01:05:42,detection,animal,Chironomidae,1,,,,object_4656,0.493413858302249,0.904017605251736,0.04762285898046198,0.064929538302952,machine,Diopsis 2025,,0.666259507338206,"{body_length_mm: 5.99451610136265}, {biomass_mg: 3.3313067085962}"
b3bb07a7-07b2-4ebf-9545-f5cbaa9c3f51,DIOPSIS-231_Boer3_-_Controle_1,8c238eac-b70d-4ba5-b916-08f2e5c24884,,2025-06-14T01:05:42,2025-06-14T01:05:42,detection,unknown,Crambidae,1,,,,object_4659,0.148315990110471,0.735679253472222,0.05435570412764701,0.07213209364149309,machine,Diopsis 2025,,1.0,"{body_length_mm: 0.865398896005836}, {biomass_mg: 0.03}"
74bca897-face-471f-bc1f-54137d72d991,DIOPSIS-231_Boer3_-_Controle_1,bba50383-30e0-4c23-ada6-6a0e80c281dc,,2025-06-14T16:23:54,2025-06-14T16:23:54,detection,animal,Chironomidae,1,,,,object_4862,0.393938551761073,0.296553582085504,0.028177888644159987,0.03744761149088505,machine,Diopsis 2025,,0.930388391017914,"{body_length_mm: 3.87465812825233}, {biomass_mg: 1.05724361062181}"
eef38adc-0386-496f-9dc8-f8d4035a192b,DIOPSIS-231_Boer3_-_Controle_1,17d5e604-64e3-4e8d-9438-87eae2cadd50,,2025-06-14T21:21:41,2025-06-14T21:21:41,detection,animal,Chironomidae,1,,,,object_4905,0.277310710518507,0.813062269422743,0.05337037865029004,0.07101243760850706,machine,Diopsis 2025,,0.999420285224915,"{body_length_mm: 12.2170903565332}, {biomass_mg: 21.6693822985979}"
b1951142-0a5e-4e32-af41-1b4cacd83463,DIOPSIS-231_Boer3_-_Controle_1,17d5e604-64e3-4e8d-9438-87eae2cadd50,,2025-06-14T21:21:41,2025-06-14T21:21:41,detection,animal,Chironomidae,1,,,,object_4904,0.364769147513108,0.248708309597439,0.049974113553514,0.066629723442926,machine,Diopsis 2025,,0.999938249588013,"{body_length_mm: 12.9858892702711}, {biomass_mg: 25.4420331120402}"
42959063-f7e5-441a-8408-4e30e5be8a69,DIOPSIS-231_Boer3_-_Controle_1,17d5e604-64e3-4e8d-9438-87eae2cadd50,,2025-06-14T21:21:41,2025-06-14T21:21:41,detection,animal,Chironomidae,1,,,,object_4903,0.426788330078125,0.69483147515191,0.05250852454285798,0.07074754503038194,machine,Diopsis 2025,,0.999406099319458,"{body_length_mm: 7.52590220633896}, {biomass_mg: 6.05996750807369}"
80f4a125-4597-4728-82a9-e1a9dc7274b6,DIOPSIS-231_Boer3_-_Controle_1,17d5e604-64e3-4e8d-9438-87eae2cadd50,,2025-06-14T21:21:41,2025-06-14T21:21:41,detection,animal,Chironomidae,1,,,,object_4879,0.812349500958629,0.657029079861111,0.06676665291762296,0.08717651367187496,machine,Diopsis 2025,,0.666639407475789,"{body_length_mm: 4.78831067585515}, {biomass_mg: 1.84501863901809}"
a9119a74-5cbc-4346-85ce-0e36997e976b,DIOPSIS-231_Boer3_-_Controle_1,416c332a-e46b-44ab-8cf4-42d0a96c9d06,,2025-06-14T21:42:54,2025-06-14T21:42:54,detection,animal,Chironomidae,1,,,,object_4943,0.303329162088181,0.938938802083333,0.048450858445717004,0.061061197916666976,machine,Diopsis 2025,,0.995771110057831,"{body_length_mm: 9.51276931167996}, {biomass_mg: 11.2219562917582}"
198eefab-33a8-4b31-bc45-b40405f76ee8,DIOPSIS-231_Boer3_-_Controle_1,416c332a-e46b-44ab-8cf4-42d0a96c9d06,,2025-06-14T21:42:54,2025-06-14T21:42:54,detection,animal,Chironomidae,1,,,,object_4946,0.437240116584281,0.53700693766276,0.04570391978166799,0.061001824273004046,machine,Diopsis 2025,,0.999359548091888,"{body_length_mm: 10.4721980599989}, {biomass_mg: 14.4484344973682}"
d83fcffd-07cd-42f7-b7b5-ff37753a8d6d,DIOPSIS-231_Boer3_-_Controle_1,416c332a-e46b-44ab-8cf4-42d0a96c9d06,,2025-06-14T21:42:54,2025-06-14T21:42:54,detection,animal,Chironomidae,1,,,,object_4952,0.737170797357575,0.106485061645508,0.04129232110483605,0.05543576558430999,machine,Diopsis 2025,,0.808786869049072,"{body_length_mm: 9.84305123213738}, {biomass_mg: 12.2758757922771}"
c6188129-94a9-4a5e-a831-4ac79ab8f97d,DIOPSIS-231_Boer3_-_Controle_1,416c332a-e46b-44ab-8cf4-42d0a96c9d06,,2025-06-14T21:42:54,2025-06-14T21:42:54,detection,animal,Chironomidae,1,,,,object_4947,0.80672438276033,0.709548814561632,0.05516793532841202,0.07325263129340298,machine,Diopsis 2025,,0.99039089679718,"{body_length_mm: 6.54073781067425}, {biomass_mg: 4.19005363601199}"
